# paramters
N, 2, rho, 1, boundaries, alpha=3pi/16

# integrated
Lz, Lyx, I, I err
8, 8, 0.162765, 0.000004
12, 12, 0.163194, 0.000004
16, 16, 0.1633143, 0.0000029
24, 24, 0.1633854, 0.0000031
32, 32, 0.1633974, 0.0000023
40, 40, 0.1634033, 0.0000026
48, 48, 0.1634062, 0.0000022
