# paramters
N, 4, rho, 1/4, boundaries, alpha=3pi/4

# integrated
Lz, Lyx, I, I err
8, 32, 0.380049, 0.000006
12, 48, 0.371750, 0.000005
16, 64, 0.369623, 0.000004
24, 96, 0.3685000, 0.0000035
32, 128, 0.3682207, 0.0000034
