# paramters
N, 2, rho, 1, boundaries, alpha=5pi/8

# integrated
Lz, Lyx, I, I err
8, 8, 0.169511, 0.000007
12, 12, 0.165324, 0.000005
16, 16, 0.164234, 0.000006
20, 20, 0.163835, 0.000006
24, 24, 0.163660, 0.000005
32, 32, 0.163527, 0.000004
40, 40, 0.1634670, 0.0000026
