# paramters
N, 3, rho, 1, boundaries, alpha=pi/8

# integrated
Lz, Lyx, I, I err
8, 8, 0.260374, 0.000007
12, 12, 0.261196, 0.000006
16, 16, 0.261415, 0.000004
24, 24, 0.2615364, 0.0000028
32, 32, 0.2615674, 0.0000033
40, 40, 0.2615773, 0.0000026
