# paramters
N, 4, rho, 1/4, boundaries, alpha=3pi/8

# integrated
Lz, Lyx, I, I err
8, 32, 0.369705, 0.000005
12, 48, 0.368533, 0.000005
16, 64, 0.368240, 0.000004
24, 96, 0.3680833, 0.0000034
32, 128, 0.3680391, 0.0000034
