# internal energy, after fitting and merging for the various L

beta, internal energy, internal energy err
0.58798521,0.6978367206677092,1.8637378869234615e-05
0.58848521,0.6988545321101626,1.8828843383419058e-05
0.58898521,0.6999389651951174,1.8449845469029438e-05
0.58948521,0.7009341299606762,1.8683142682421942e-05
0.58998521,0.7020275309362537,1.9111905587117495e-05
0.59048521,0.7030318828446203,1.8735337012585905e-05
0.59098521,0.7041591433745532,1.8759841011948337e-05
0.59148521,0.7051783101164857,1.9234832745867196e-05
0.59198521,0.7062913654497206,1.9698151449277276e-05
0.59248521,0.7073328162088405,1.885996569881347e-05
0.59298521,0.7083917074694615,1.889101190676825e-05
0.59348521,0.7094559684605601,1.923539772615661e-05
0.59398521,0.7104980922750788,1.9429641562127103e-05
0.59448521,0.7115526187732127,1.9858979397316196e-05
0.59498521,0.712650447709863,1.9315348933213694e-05
0.59548521,0.7136746658388547,1.9346264243397323e-05
0.59598521,0.7147946257524201,1.9183405695779958e-05
0.59648521,0.7158910204058433,1.952193391920784e-05
0.59698521,0.7169763259641312,1.9666282399779018e-05
0.59748521,0.718057714576209,1.939591251785628e-05
0.59798521,0.7191756572505893,2.0148334442271732e-05
0.59848521,0.7202843056521488,1.9424228170783688e-05
0.59898521,0.7213026126149652,1.9620835866943937e-05
0.59948521,0.7224113178101367,2.002277089534324e-05
0.59998521,0.7235287945152843,1.939799102597916e-05
0.60048521,0.7246662554822905,1.973992303577779e-05
0.60098521,0.7257479683297834,1.91783725923386e-05
0.60148521,0.7268596557847934,2.023421447207547e-05
0.60198521,0.7279872464078448,2.050148774472807e-05
0.60248521,0.7291013253595091,2.020325606891124e-05
0.60298521,0.7302089756871866,1.9821134717384863e-05
0.60348521,0.7313412234659143,2.0172739010567533e-05
0.60398521,0.7324319505050282,2.0244484123140544e-05
0.60448521,0.7335707708668278,2.0448450626076894e-05
0.60498521,0.7347131064981329,2.0233841435927605e-05
0.60548521,0.7358479855549972,2.0219490072184596e-05
0.60598521,0.7369869622325234,1.9853945561286944e-05
0.60648521,0.7381317387896071,2.0647419005250964e-05
0.60698521,0.7392642993071671,2.0604559366484658e-05
0.60748521,0.7404394309109449,2.0586973006875872e-05
0.60798521,0.741550987662318,2.050568591934205e-05
0.60848521,0.7426900758705896,2.0473499525455632e-05
0.60898521,0.7439008091609572,2.1416725623126126e-05
0.60948521,0.7450520394835617,2.0816781980353163e-05
0.60998521,0.7461712034118623,2.0968147221940917e-05
0.61048521,0.7473774386071055,2.0598829960543273e-05
0.61098521,0.7485118938584517,2.1502857122074357e-05
0.61148521,0.7496887430774163,2.0891666224495646e-05
0.61198521,0.7508528387257138,2.0813781586658487e-05
0.61248521,0.7520415551105805,2.1156827468673485e-05
0.61298521,0.7532361308217994,2.140035865927025e-05
0.61348521,0.7544032270827532,2.1314436207444233e-05
0.61398521,0.7555904535605226,2.1555665671011558e-05
0.61448521,0.7568279717878129,2.1509831151031992e-05
0.61498521,0.7579420694341233,2.0772545529254085e-05
0.61548521,0.7591913113262346,2.142117939518103e-05
0.61598521,0.7604256879596389,2.188146504061315e-05
0.61648521,0.7616105715482432,2.144482886516911e-05
0.61698521,0.762748875963416,2.1875767159754572e-05
0.61748521,0.7640165779442981,2.199658139347051e-05
0.61798521,0.7652299057226865,2.136655384433793e-05
0.61848521,0.7664188977844706,2.2047401626013887e-05
0.61898521,0.7676785211529618,2.1779270857865622e-05
0.61948521,0.768924933515143,2.236194634630759e-05
0.61998521,0.770159895118552,2.233468017100806e-05
0.62048521,0.7713537721962556,2.2013697898546663e-05
0.62098521,0.772614209275964,2.2373233842968204e-05
0.62148521,0.7738765441927986,2.2325024620635707e-05
0.62198521,0.7751534460195421,2.2422335085962036e-05
0.62248521,0.7763047536830889,2.257359818058776e-05
0.62298521,0.7775896435822223,2.2718528157951803e-05
0.62348521,0.7788629262311241,2.300702275836781e-05
0.62398521,0.7801396702507519,2.300496710142396e-05
0.62448521,0.7814311653031913,2.2477644417201863e-05
0.62498521,0.7827061411855795,2.252955217332618e-05
0.62548521,0.7839496243576224,2.32686586222248e-05
0.62598521,0.7852443906181927,2.3415490037584992e-05
0.62648521,0.7865263905670371,2.323272336768673e-05
0.62698521,0.7878009032661089,2.3085013227519865e-05
0.62748521,0.789109593151805,2.2670437122319486e-05
0.62798521,0.7903630444133969,2.293669115872643e-05
0.62848521,0.7916859635508714,2.3031289472231108e-05
0.62898521,0.7930403338205528,2.401590501902996e-05
0.62948521,0.7943388165952345,2.3650109088661656e-05
0.62998521,0.7956276793552324,2.4156384105454207e-05
0.63048521,0.7969816001489305,2.3593190292375904e-05
0.63098521,0.7983014094642426,2.3418934022050656e-05
0.63148521,0.7996574941500383,2.375154850246827e-05
0.63198521,0.8009446331248254,2.3839732353259318e-05
0.63248521,0.8022912377716294,2.3707043330179893e-05
0.63298521,0.8036489761681154,2.4984938483919643e-05
0.63348521,0.804952946787923,2.4009892977989398e-05
0.63398521,0.8063269360702369,2.4786913846174602e-05
0.63448521,0.8077225623330826,2.46780546904845e-05
0.63498521,0.8090675257841462,2.4748286607699593e-05
0.63548521,0.8104692500461945,2.490780985160739e-05
0.63598521,0.8118027347634827,2.4826572041117402e-05
0.63648521,0.8132039015317918,2.4659440700734788e-05
0.63698521,0.8146105673656305,2.5396290631570146e-05
0.63748521,0.8159691943614724,2.598549285007918e-05
0.63798521,0.817379553166826,9.255568171879804e-06
0.63848521,0.8187879331737165,8.963933870918066e-06
0.63898521,0.8201920771448953,8.947795443708928e-06
0.63948521,0.8215984410255881,8.88438185468495e-06
0.63998521,0.8230201160233144,8.911447676152845e-06
0.64048521,0.8244526486083009,8.96401854547878e-06
0.64098521,0.8258869025785026,9.129414359778213e-06
0.64148521,0.8272952925796733,9.146616098136621e-06
0.64198521,0.8287544473350436,9.211129337111757e-06
0.64248521,0.8302129143843106,9.461766088815343e-06
0.64298521,0.8316773992929699,9.450257625619235e-06
0.64348521,0.8331451283452203,9.693395276859284e-06
0.64398521,0.8345902122356614,9.494152060838958e-06
0.64448521,0.8360658853256845,9.522644418822149e-06
0.64498521,0.8375445087318557,9.761231387406609e-06
0.64548521,0.8390109968941911,9.652685213660436e-06
0.64598521,0.8405085881410584,9.304536983815692e-06
0.64648521,0.842009402724674,9.782621040069127e-06
0.64698521,0.8435124613824851,9.758006310552967e-06
0.64748521,0.8450438523740262,9.875971766059585e-06
0.64798521,0.8465732292282314,9.777884236313527e-06
0.64848521,0.8480595543476934,9.696643101921949e-06
0.64898521,0.8495996381699623,9.922411307675311e-06
0.64948521,0.8511473250989439,1.0219029249966137e-05
0.64998521,0.8526986419762942,1.0001209436455627e-05
0.65048521,0.8542726301187573,1.0158623049341952e-05
0.65098521,0.8557996544063671,1.013440164907991e-05
0.65148521,0.8573991070268697,9.845455851119142e-06
0.65198521,0.8589697297396054,1.0203672043196663e-05
0.65248521,0.860550642819206,1.0323450751481522e-05
0.65298521,0.8621520354344134,1.0400814277013639e-05
