N, Lz, Lyx, rho, boundaries
2, 16.5, 16, 1, alpha=pi

# boundary values and scaling correction and correlation length
I(beta_0), I(beta_0) err, I_bulk(beta_0), I_bulk(beta_0) err, c, c err, xi_0, xi_0 err
0.1320536, 0.0000033, 0.131985, 0.000004, 0.990, 0.023, 0.411, 0.005

# internal energies and Casimir amplitude
beta, internal energy Lz=16, internal energy err Lz=16, internal energy Lz=17, internal energy err Lz=17, theta, theta err
0.46874988,0.8043585320230613,0.000051143485918429376, 0.7983201447366058,0.00005007849318621114, 0.3691632996809999, 0.026790579206390837
0.46924988,0.8067044577861645,0.00005220235161366565, 0.8007834708515028,0.00005070945272412368, 0.3849487494705115, 0.026914688695519825
0.46974988,0.8090375088852828,0.000051513189996447984, 0.8031530936347276,0.000050143316853717984, 0.4056953555495177, 0.02719043987560611
0.47024988,0.811447184691762,0.00005188047376874848, 0.8055382103349747,0.000050485386124066764, 0.4283889031474392, 0.02736815441386811
0.47074988,0.8139177400739329,0.00005190530932059435, 0.8078820501992039,0.00005032672221024818, 0.4493841250931564, 0.027617041712733777
0.47124988,0.8163818155985346,0.00005082367256590932, 0.8102842032574079,0.0000502166626326166, 0.467131306131913, 0.027783390218144254
0.47174988,0.8187298868856157,0.00005064741130967623, 0.8126688563547195,0.000051150138941350724, 0.48586479763268764, 0.028023355143563876
0.47224988,0.8213463379067932,0.000051706078428348576, 0.8150711571304788,0.00005094964496699515, 0.5011003272609723, 0.02820091953293395
0.47274988,0.8236626370952806,0.000052205012802925155, 0.8175769185341167,0.000051107654870752214, 0.5175187592173589, 0.028449826614843913
0.47324988,0.8262430667320947,0.000051485688483202685, 0.8200134437381926,0.000051435411669162014, 0.5374052019944225, 0.028632567850619704
0.47374988,0.8286746441822959,0.0000511453413416037, 0.8224704803871656,0.00005083612101828191, 0.5562644336998861, 0.028897154434796367
0.47424988,0.8312523917696922,0.00005251265250853416, 0.82491378484396,0.000051703799864769446, 0.5739955424961625, 0.029061594798820884
0.47474988,0.8337318880912814,0.00005151032939422861, 0.8275289839266418,0.000050810953244274324, 0.5934482435032946, 0.029307749088417604
0.47524988,0.8362322271143384,0.00005215906435235528, 0.8300977068919612,0.00005179162108444517, 0.621153808395327, 0.02948860746835447
0.47574988,0.839014968559293,0.000052248852455213465, 0.8326514796224821,0.000051955451121815664, 0.6472232709127207, 0.029739309962000356
0.47624988,0.8414918601121213,0.000053697478173745294, 0.835347337556554,0.000052148358262882505, 0.6752018969366855, 0.02989347307141853
0.47674988,0.8440837161382835,0.000052732410376400785, 0.8378145932437876,0.000052428109406442476, 0.7068575721887329, 0.03010160348761527
0.47724988,0.8466372614136528,0.000052379064037816724, 0.8403798180627815,0.00005229839950519644, 0.735873435072607, 0.030238531087432838
0.47774988,0.8491168879311947,0.00005387410229483167, 0.842999111304932,0.00005196895745813591, 0.7698580998950842, 0.030489089218219932
0.47824988,0.8519406531262175,0.00005259124364614201, 0.8455614676166504,0.000052886680041009935, 0.801664789759776, 0.03069825527298577
0.47874988,0.8545652157397979,0.00005328674978964458, 0.8483623047589364,0.0000517287836097304, 0.8334835258616246, 0.030968959700848155
0.47924988,0.8573123654331368,0.00005290878650034095, 0.8510354781597178,0.00005309418194971186, 0.8709594847958412, 0.031143792667015457
0.47974988,0.859947328640962,0.000053091604816620754, 0.853655105423504,0.00005187702817993383, 0.9082138750409217, 0.03136803222373331
0.48024988,0.8627113975827191,0.000053981867167925056, 0.8562905052090537,0.00005303056246678693, 0.9440168926084036, 0.03150232205169137
0.48074988,0.8655070897407754,0.000053651409853956056, 0.8589743373497444,0.000052133288347385476, 0.9762614697338964, 0.03174499082616116
0.48124988,0.8680968086286254,0.0000535223691416137, 0.8618353754233298,0.00005238236645185586, 1.015152754420038, 0.03191440844799121
0.48174988,0.8709098180692934,0.00005346098450623397, 0.8645610523430806,0.00005325303598105288, 1.059897355130548, 0.03216096303877381
0.48224988,0.8736947216395938,0.000054052432219923254, 0.8674162089998303,0.00005286844537804474, 1.1057640490517924, 0.03234483981895096
0.48274988,0.8765670135266665,0.00005389733084933669, 0.8700965749626562,0.000053327097288841676, 1.150706214482202, 0.03257502873406697
0.48324988,0.8793142876320711,0.000054654374281924087, 0.873133962671394,0.00005437154471492389, 1.2007147239001137, 0.03274893237601209
0.48374988,0.8822119418499706,0.00005448772562238128, 0.8758091230724513,0.00005474281670115117, 1.2540355720336853, 0.03300811790014065
0.48424988,0.8850994140788385,0.00005402979752055207, 0.8788495053150341,0.00005392773785496677, 1.3070978372084832, 0.033191543359404635
0.48474988,0.8880045847214457,0.000054951291569585265, 0.8815783390181612,0.00005521958174501287, 1.3615708751967714, 0.03344801573746301
0.48524988,0.8908016806822457,0.00005526718573273873, 0.8845666331240781,0.00005391148033721633, 1.4182457356625902, 0.03363277588517968
0.48574988,0.8939088917367636,0.000055546713531337226, 0.8874634591159788,0.000054004788919538584, 1.4764607772424807, 0.033916012679934875
0.48624988,0.8967926072066892,0.00005504527447645863, 0.8903299674067701,0.00005520387165959329, 1.529703637483291, 0.0341249949260665
0.48674988,0.8996775784594647,0.000055583116022302246, 0.8932874434739126,0.0000540991092081909, 1.5858584989746427, 0.03439153131041622
0.48724988,0.9027312899322647,0.0000556153648153827, 0.8962382779810856,0.00005592998822911153, 1.641843582401515, 0.03457560466011195
0.48774988,0.90545419701532,0.00005553196508533163, 0.8993205020015373,0.0000546111592581205, 1.7052059577169085, 0.03482279379191958
0.48824988,0.908583993689391,0.00005549320206903701, 0.9021771695501491,0.00005531267271252711, 1.772489294926961, 0.03499662751457343
0.48874988,0.9116165868645307,0.000055949352200235416, 0.9052661907295535,0.00005474624415691652, 1.8368036832343533, 0.035268657796156254
0.48899988,0.91314228288111,0.000055992559404563425, 0.9069923971151008,0.000054515256619216676, 1.873982664488168, 0.03534390105121697
0.48924988,0.9146167592897753,0.00005636738820556119, 0.9082490743289905,0.0000548342943800819, 1.9113583206211413, 0.035410085203606674
0.48949988,0.9161364834658072,0.000055899114037739356, 0.9099782256551381,0.00005449184292548906, 1.9488976628959263, 0.035468723172493555
0.48974988,0.9177367602642512,0.000056216481886282944, 0.9114416836011918,0.00005555488977779487, 1.9877447170443094, 0.03555252759618816
0.48999988,0.9193662744610938,0.00005697663350679474, 0.9130600488704883,0.0000546704638422363, 2.0247627710025937, 0.0356163440113099
0.49024988,0.9208682829924694,0.000055872027744568534, 0.9145775237956214,0.00005528290549847254, 2.0623311284037644, 0.03569429130130253
0.49049988,0.9224504701889138,0.00005700116750598698, 0.9160058564749067,0.0000554354555194229, 2.0980225737168956, 0.035755358303733276
0.49074988,0.9239670890359826,0.00005739212797141577, 0.9177794474913678,0.00005550252315892287, 2.135298543041177, 0.03583913938066855
0.49099988,0.9255140980155049,0.000056612068015988206, 0.9193196849534403,0.00005592912096125075, 2.176829858143869, 0.035908670724399856
0.49124988,0.9270940598448124,0.00005692002712967213, 0.9207985783702614,0.00005553138436558253, 2.2175455409284224, 0.03598948596433985
0.49149988,0.9285252474883655,0.00005755018871907041, 0.9224489455263131,0.00005628699798508921, 2.2602325097807294, 0.03606376442339448
0.49174988,0.9302064687249842,0.000057091421312036595, 0.9240730881197029,0.000056032687263178464, 2.3051528359532893, 0.03616329235349604
0.49199988,0.9317776320326207,0.00005794042981352341, 0.925615395910536,0.00005553705134066057, 2.349137568226566, 0.03622826715688284
0.49224988,0.9335359192811866,0.00005788606636498207, 0.9272904324651999,0.00005577399967167172, 2.392411912541762, 0.03630611388612269
0.49249988,0.9350152490209227,0.000057594255419116404, 0.9288504261302382,0.00005625786126353794, 2.436179440765748, 0.036384963012746505
0.49274988,0.9366641549270512,0.000057616615855113995, 0.930488523677886,0.00005588241966435861, 2.481102680767791, 0.036489728716374556
0.49299988,0.9382313747523925,0.00005759791667277684, 0.9320000192394894,0.00005663281127954468, 2.525354050724459, 0.036579709626797775
0.49324988,0.9398159604063148,0.00005735487786711443, 0.9336288909172419,0.000056968100401657285, 2.5698514081059187, 0.036697738542385054
0.49349988,0.9414357394696274,0.000058328285192825926, 0.9352678511147339,0.00005599211104010062, 2.6157501452901255, 0.0367870311305152
0.49374988,0.9431473088491374,0.00005793646093556779, 0.9368927688172659,0.00005632770586242857, 2.661392435311302, 0.036885845298400936
0.49399988,0.9446400332210265,0.000058480123146327346, 0.938593761338973,0.00005673976233954812, 2.7090172165384825, 0.036976398398740666
0.49424988,0.9463083072176737,0.000058797742852457735, 0.9402730847350784,0.00005689780675118403, 2.7594350835982215, 0.03709533984248375
0.49449988,0.9480149456158414,0.0000580315133588309, 0.9418336486576239,0.000057196163527331114, 2.8077118287656235, 0.03719572161849494
0.49474988,0.9495796119989679,0.000058560130751149215, 0.9436684263042423,0.000056955806716697613, 2.8577804100322584, 0.037310043352034764
0.49499988,0.9511426751718223,0.00005751826969931388, 0.9452510238388392,0.000057289938587919544, 2.912055624182856, 0.03741126536510624
0.49524988,0.9527919966187862,0.00005798338867378701, 0.946958334184501,0.000057698791061292706, 2.9675705342369785, 0.03753657878783493
0.49549988,0.954515809630808,0.00005761970583495709, 0.9486353043089449,0.000057396510560086136, 3.02379038341981, 0.03765092675385589
0.49574988,0.9561367460900475,0.00005914637767565773, 0.9502422677917555,0.00005731769504664578, 3.079679825098062, 0.037778418854887884
0.49599988,0.957748980373418,0.000059288866145934705, 0.951925712068757,0.00005736285949940726, 3.136966273521973, 0.037884003220295906
0.49624988,0.9596058890564315,0.00005895664630139808, 0.9535697303413783,0.00005750754003309593, 3.1930437437482104, 0.03802055097436843
0.49649988,0.961092246587059,0.00005845350720427042, 0.955420273134123,0.00005734186071898427, 3.2515747577208995, 0.03814640322264715
0.49674988,0.962778978408906,0.00005841693144288299, 0.9570182262935392,0.000058192114097865014, 3.3134856158054005, 0.038285320139045315
0.49699988,0.9644938218472209,0.00005908153778692304, 0.9587041079014834,0.00005731694700221108, 3.3734151477682386, 0.03840732622335485
0.49724988,0.9662198797014528,0.00005872023329877665, 0.9604724419090697,0.000058018535787946994, 3.433904926766855, 0.038554085814965194
0.49749988,0.9678997527297489,0.00005919238239685207, 0.9621979502253364,0.00005809312226795007, 3.4960299184247368, 0.038681881324569456
0.49774988,0.9696988654154742,0.00005937942516735483, 0.9639451828117312,0.0000581524094841714, 3.5584162385650635, 0.038829179539496106
0.49799988,0.971383371906541,0.00005922290425137164, 0.9656116585332031,0.00005807963525663791, 3.619721811634568, 0.03896269526738968
0.49824988,0.9729318224852033,0.00005972146287630072, 0.9674206509405638,0.00005900597373375918, 3.6839025395701817, 0.03911729087478047
0.49849988,0.9746512439071304,0.00005951932566998564, 0.9691665666478652,0.00005835578266623359, 3.7522445601842787, 0.03925158496903192
0.49874988,0.9765054286187479,0.000059481497023137763, 0.9709038168574604,0.00005829498724368941, 3.819982424107833, 0.039399630865655566
0.49899988,0.9782527949295867,0.00006012329003280599, 0.9726833215733409,0.00005879485766561653, 3.8869488728707964, 0.039536025160858655
0.49924988,0.9799724325662501,0.000059866919605850195, 0.9744075033840615,0.000058896644991318635, 3.9545971710957124, 0.03970796964829518
0.49949988,0.9817801634003751,0.00005972038445353104, 0.9761852430083308,0.000059243933666145884, 4.021929115624263, 0.03986303206736459
0.49974988,0.9834876835500076,0.00005951320862478606, 0.9779978378264758,0.000059218962930102715, 4.0903838730053135, 0.04002967315966803
0.49999988,0.9852207612966436,0.00005939206895534933, 0.9797474025243583,0.00005978155100211513, 4.160862449241412, 0.04019031036066323
0.50024988,0.9870111001820213,0.00006100715013217443, 0.9814511051911172,0.00005924035257382889, 4.230778078900469, 0.04036803761454694
0.50049988,0.9886168644099207,0.00005968859217471705, 0.9832989017751388,0.00005970332944261317, 4.303095438203508, 0.040534461525896924
0.50074988,0.9905239067265081,0.00006011115805915137, 0.9850626393588664,0.000059672756772893355, 4.376708556071112, 0.04072053677114538
0.50099988,0.9923201674692746,0.000060840121104054614, 0.9869865853004969,0.000059104529637942026, 4.450057797210935, 0.04088409455920728
0.50124988,0.9941749615663371,0.00006071232184837959, 0.9887942348805864,0.00006008960036899556, 4.524550941961502, 0.04106547119423077
