Delta, L, N, lambda, system
1.8, 256, 3, 5.2, bulk

beta, internal energy, internal energy err
0.66298521,0.8959171620910504,0.000003817375308201472
0.66348521,0.8977106679190484,0.000003691450831950162
0.66398521,0.8995116933084677,0.00000366866695876079
0.66448521,0.9013350509657082,0.0000037663014275819485
0.66498521,0.9031670622543453,0.000003683458571254928
0.66548521,0.9050050833798261,0.000003535359417480579
0.66598521,0.9068639796996384,0.000004042280131326
0.66648521,0.9087310872603632,0.000003946228829396726
0.66698521,0.9106126055250826,0.0000036914348178956606
0.66748521,0.9125202909916204,0.000004010175434588477
0.66798521,0.9144272118751143,0.000004134577274257776
0.66848521,0.9163578622075058,0.000003941988811616854
0.66898521,0.9182888240918055,0.000004171327375520204
0.66948521,0.9202404535527932,0.000003941432089014999
0.66998521,0.922222408698583,0.000004543591191886407
0.67048521,0.9242159776856175,0.000004345344570638219
0.67098521,0.9262118882162506,0.000004231893928118225
0.67148521,0.9282305340614048,0.000004306836999140411
0.67198521,0.9302675168078828,0.0000045522606297143315
0.67248521,0.9323191543239809,0.000004474532310766165
0.67298521,0.9343913500083308,0.000004412528882264264
0.67348521,0.9364918412227,0.000004628738754387371
0.67398521,0.9385907506186053,0.0000043245002550292765
0.67448521,0.9407414168658033,0.000004678904365805524
0.67498521,0.9428917634831135,0.000004928267570746404
0.67548521,0.9450530233703961,0.000004755109570326608
0.67598521,0.9472585557118991,0.000004763783938902582
0.67648521,0.9494860228188796,0.000004684787254421687
0.67698521,0.9517297946314596,0.000005230042853344243
0.67748521,0.954000760720831,0.0000054130305094644656
0.67798521,0.9563124677577284,0.000005479568926498064
0.67848521,0.9586466572011334,0.000005330826750318149
0.67898521,0.9609987103818939,0.000004904411914789239
0.67948521,0.9633853506886184,0.0000052233668230299006
0.67998521,0.9658128260216625,0.000005672895730004442
0.68048521,0.9682679014970463,0.000005717750649293163
0.68098521,0.9707608138792546,0.000005788911165745664
0.68148521,0.9732885692199937,0.000005507064906990446
0.68198521,0.9758705562085405,0.000006292900014575744
0.68248521,0.9784899227574059,0.000006767368128929919
0.68298521,0.9811717008779618,0.000007087934979327033
0.68348521,0.9838895470532623,0.000006815845248250154
0.68398521,0.9866720003996505,0.000006595190059562152
0.68448521,0.9895443224660294,0.000006765563292704456
0.68498521,0.9924488988462775,0.0000074045286209903925
0.68548521,0.9954802252724813,0.0000071840038772470335
0.68598521,0.9985884554068755,0.000007961984786869533
0.68648521,1.0018087990089928,0.00000826049159825183
0.68698521,1.0052223886515195,0.000009005154174685528
0.68748521,1.0089065114522475,0.000009667964236180527
0.68798521,1.0133205228956286,0.000012392380877075651
0.68848521,1.0182226765660427,0.000011139605259725778
0.68898521,1.0228752266473915,0.000010991071915306606
0.68948521,1.0274781036053586,0.000009913024720476249
0.68998521,1.031911738010959,0.000009507786299467256
0.69048521,1.0362666143150212,0.000009567803520751312
0.69098521,1.0405438591334824,0.000008192926689695122
0.69148521,1.0447704125851685,0.000008360140478260968
0.69198521,1.048934965582986,0.000008735229756599119
0.69248521,1.0530482429484105,0.00000848764773383028
0.69298521,1.0571253148745148,0.000007831124423765563
0.69348521,1.0611353385473852,0.000008213441039162078
0.69398521,1.0651042762947305,0.000007301864322721367
0.69448521,1.0690412967435334,0.000007596468648964583
0.69498521,1.0729677919874907,0.0000071997929402963416
0.69548521,1.0768429460106193,0.000006803570734864153
0.69598521,1.0806955021059665,0.000006951189226892954
0.69648521,1.0844899408881505,0.000007361383162642376
0.69698521,1.0882718881327762,0.000006901102987379169
0.69748521,1.092035739212284,0.000007202522191387863
0.69798521,1.095777225298799,0.00000787406943130597
0.69848521,1.0994523728361416,0.0000066649113149942495
0.69898521,1.103147108628053,0.000006360800150899944
0.69948521,1.1068031013069624,0.0000068168882211881915
0.69998521,1.11044200084263,0.000006485961280483453
0.70048521,1.1140420027403934,0.000006701792728562567
0.70098521,1.1176294280043448,0.0000060761011794100845
0.70148521,1.1212140154106525,0.000006827296809495764
0.70198521,1.1247459900821009,0.0000059346974778333866
0.70248521,1.1282840697435714,0.000006077618317482785
0.70298521,1.131791210572337,0.000005672206135988768
0.70348521,1.1352838050354739,0.0000057030104861710985
0.70398521,1.138754487485455,0.000006309109197943016
0.70448521,1.1422191546156002,0.00000602878110098122
0.70498521,1.1456495145851542,0.0000061721852292301105
0.70548521,1.1490747526296485,0.000005949215076533482
0.70598521,1.152470180812955,0.0000054313967972298885
0.70648521,1.1558689637309136,0.000005823017416962387
0.70698521,1.159241024453804,0.0000066649045467815985
0.70748521,1.1625952451171804,0.00000583207957433327
0.70798521,1.1659290889210703,0.0000054846403702252435
0.70848521,1.1692488855323104,0.000006072078410154682
0.70898521,1.1725451916414988,0.000005849463139349816
0.70948521,1.1758520189648463,0.0000054409851714630405
0.70998521,1.179131558286508,0.000005886984554978555
0.71048521,1.1823877590944762,0.000005153414546638257
0.71098521,1.1856640045401112,0.000005691271916094055
0.71148521,1.1888880308359817,0.0000054144367900283155
0.71198521,1.1921147911203362,0.000005241412747414809
0.71248521,1.195322025603689,0.000005085977215931696
