# internal energy, after fitting and merging for the various L

beta, internal energy, internal energy err
0.40874988,0.5332917675796474,1.1233896744303297e-05
0.40924988,0.5344536928753505,1.1248272105275833e-05
0.40974988,0.5355094709587958,1.1271272233873735e-05
0.41024988,0.5366258028758927,1.137484929660274e-05
0.41074988,0.5377337779901256,1.1202586534284605e-05
0.41124988,0.5388432312983052,1.1323974426740738e-05
0.41174988,0.5399863678141964,1.120850965691679e-05
0.41224988,0.5410826936354551,1.1320228936658456e-05
0.41274988,0.5422045937029015,1.142497240553616e-05
0.41324988,0.5433199027312154,1.1702747299033331e-05
0.41374988,0.5444894565993496,1.1453021080415447e-05
0.41424988,0.5456167179479451,1.140957684943913e-05
0.41474988,0.5467197799340404,1.1490423848504947e-05
0.41524988,0.5478765137673783,1.1609925395436727e-05
0.41574988,0.5490309940418734,1.1669405510185473e-05
0.41624988,0.550168151414302,1.162225924914361e-05
0.41674988,0.5513121961479229,1.1581185894634512e-05
0.41724988,0.5524765879589014,1.1697758543146588e-05
0.41774988,0.5536559041249487,1.1628837106900809e-05
0.41824988,0.5547998137282252,1.1725040319724388e-05
0.41874988,0.555963347475274,1.1835390381005121e-05
0.41924988,0.5571457074356295,1.1763198521879461e-05
0.41974988,0.5583046064095727,1.174139847002649e-05
0.42024988,0.5594959418462677,1.1701570591554813e-05
0.42074988,0.5606172586833784,1.1748925838432509e-05
0.42124988,0.5618418636554862,1.1701653112900938e-05
0.42174988,0.5630179201576884,1.1904556452006775e-05
0.42224988,0.5642027830622672,1.1874234931255981e-05
0.42274988,0.565420832672703,1.1978231150436893e-05
0.42324988,0.5666100283220701,1.202572788452719e-05
0.42374988,0.5677821727961271,1.2061718252798893e-05
0.42424988,0.5689926549777191,1.2222166795347683e-05
0.42474988,0.5702199189644367,1.235128971956934e-05
0.42524988,0.5714423984528092,1.2031133636423446e-05
0.42574988,0.5726295035135504,1.2351906412313186e-05
0.42624988,0.5738271737035171,1.2275182202002013e-05
0.42674988,0.575091020760531,1.2386798915665965e-05
0.42724988,0.5763054040037403,1.2399004595822503e-05
0.42774988,0.5775777103485419,1.2410749063733719e-05
0.42824988,0.578795386600599,1.2426393041697366e-05
0.42874988,0.5800331272173065,1.2435812600676328e-05
