N, Lz, Lyx, rho, boundaries
2, 8.5, 32, 1/4, alpha=pi/4

# boundary values and scaling correction and correlation length
I(beta_0), I(beta_0) err, I_bulk(beta_0), I_bulk(beta_0) err, c, c err, xi_0, xi_0 err
0.0952263, 0.0000027, 0.0954498, 0.0000016, 2.01, 0.32, 0.411, 0.005

# internal energies and Casimir amplitude
beta, internal energy Lz=8, internal energy err Lz=8, internal energy Lz=9, internal energy err Lz=9, theta, theta err
0.40874988,0.6472357143117304,0.000028802420540358928, 0.633713991883414,0.000026860261025242525, -0.25946911799850003, 0.023972008849810173
0.40924988,0.6490504498507769,0.00002868904029198553, 0.6353898920097754,0.00002631519036505246, -0.2641714260982046, 0.024397202957005436
0.40974988,0.6507398554676658,0.000028941321170287003, 0.6370105726316108,0.000026706288641880208, -0.26904253595187255, 0.0248383458147213
0.41024988,0.6525393915170539,0.00002907900439133157, 0.6386592331722197,0.00002685256604222838, -0.2741239071116759, 0.02529830366235292
0.41074988,0.6542457340851814,0.000029084254491785347, 0.6403353600518692,0.000027093953561144908, -0.279306351996252, 0.025767863893581714
0.41124988,0.6560113546261179,0.000029283887312795278, 0.6420709474444553,0.000026735886725878787, -0.2841908879467996, 0.02621032042186367
0.41174988,0.657779107041492,0.000029108726654623056, 0.643713973200815,0.00002669623560450763, -0.28910794609734447, 0.026656123340786653
0.41224988,0.6595226365277352,0.000029109236714664585, 0.6453483965931628,0.000026710615120884957, -0.29429994321583564, 0.027126640304121603
0.41274988,0.6614145418536915,0.000029203612871129485, 0.6470957693932473,0.000026773163665520877, -0.2997431490046329, 0.027620317905854955
0.41324988,0.663195414190606,0.0000288475579563217, 0.6487514683641471,0.000027180390709553317, -0.305533729283017, 0.028145304530673303
0.41374988,0.6649633074446831,0.00002938519878100261, 0.6505166045740108,0.000027525097267093067, -0.3112916498287102, 0.028667776811677117
0.41424988,0.6667760954547299,0.000029298619801225717, 0.6522234221970222,0.000027364007976769894, -0.3169242786510877, 0.02917872067759362
0.41474988,0.6686178852556348,0.000029265399378432068, 0.6539840286633684,0.000027224028446364688, -0.3226324057362044, 0.02969692017762571
0.41524988,0.670406661072999,0.000029223376284288526, 0.6557228910378253,0.000028162154917391607, -0.32824391784875573, 0.030206228457737058
0.41574988,0.6722546578948726,0.00002961459073007281, 0.6574501836872952,0.000027738968460104166, -0.3339163790848399, 0.030721416202565313
0.41624988,0.674070490654518,0.00002961396760174101, 0.6592381617249051,0.000027406731179045056, -0.3395449439328283, 0.03123243037543241
0.41674988,0.6759437207777999,0.00002938872823200412, 0.6609365760295953,0.00002750243345920612, -0.34529429661498473, 0.03175474778836545
0.41724988,0.6778174566541666,0.00002961246000334475, 0.6626541782051022,0.000027553617169779338, -0.35158085182147725, 0.03232572581929045
0.41774988,0.6797179595981248,0.000029576917816878918, 0.6644631582677927,0.000027890650157823187, -0.35809912351365186, 0.032918113903928604
0.41824988,0.6815668079611201,0.000030057348037556888, 0.6662017349115428,0.000027768281415612258, -0.3647154807444645, 0.033519229202740995
0.41874988,0.6834959018597913,0.000030291006370444498, 0.6680450330816682,0.00002781453041390095, -0.3714171981253617, 0.03412846287336516
0.41924988,0.6852837187051392,0.000029830599691998646, 0.6698116115566218,0.00002789163164384763, -0.3779212622447409, 0.0347196333787843
